transaction_id,customer_id,amount,date
347,30,398250.73443099,2025-10-01
348,19,912819.50991522,2025-10-01
349,28,416144.88779315,2025-10-01
350,29,86669.903666372,2025-10-01
351,21,105216.93696143,2025-10-01
352,16,747837.21843571,2025-10-01
353,17,629499.24410889,2025-10-01
354,4,177658.58909189,2025-10-01
355,1,357545.81917729,2025-10-01
356,19,475196.53274516,2025-10-01
357,10,643833.02784888,2025-10-01
358,3,617147.72385982,2025-10-01
359,16,457927.4526302,2025-10-01
360,49,613061.57062559,2025-10-01
361,32,746615.92262921,2025-10-01
362,26,186625.31694845,2025-10-01
363,24,843615.0947667,2025-10-01
364,32,678830.53133712,2025-10-01
365,50,485403.43412804,2025-10-01
366,34,679387.67506065,2025-10-01
367,34,320680.62049297,2025-10-01
368,28,103876.69335948,2025-10-01
369,5,561047.21133349,2025-10-01
370,16,322508.21939353,2025-10-01
371,1,42666.825848453,2025-10-01
372,2,444922.56723401,2025-10-01
373,31,156674.46126035,2025-10-01
374,10,756798.1092864,2025-10-01
375,8,347951.7647611,2025-10-01
376,24,349148.58938033,2025-10-01
377,34,951932.2231458,2025-10-01
378,9,796733.18702819,2025-10-01
379,13,193228.00061816,2025-10-01
380,4,753858.70395731,2025-10-01
381,1,480624.37823913,2025-10-01
382,43,91377.578119015,2025-10-01
383,32,645656.39905289,2025-10-01
384,29,400131.86801178,2025-10-01
385,40,291842.6976568,2025-10-01
386,23,75654.387681291,2025-10-01
387,19,250357.26645331,2025-10-01
388,35,569342.65697274,2025-10-01
389,20,846415.24873991,2025-10-01
390,29,968367.60606414,2025-10-01
391,47,873371.40516794,2025-10-01
392,17,746800.72917329,2025-10-01
393,16,643380.26850968,2025-10-01
394,35,103312.02322782,2025-10-01
395,3,752481.66975626,2025-10-01
396,38,799498.00790755,2025-10-01
397,43,997699.04483614,2025-10-01
398,6,953003.24829791,2025-10-01
399,32,934177.09203646,2025-10-01
400,5,412318.79400849,2025-10-01
401,28,482606.09830876,2025-10-01
402,37,148321.37384938,2025-10-01
403,8,42027.030401219,2025-10-01
404,30,126117.38583074,2025-10-01
405,11,67054.280603381,2025-10-01
406,4,937128.93179457,2025-10-01
407,17,198664.90499623,2025-10-01
408,9,99640.116269821,2025-10-01
409,9,804201.47841213,2025-10-01
410,14,18135.804031992,2025-10-01
411,6,330956.29563498,2025-10-01
412,48,173540.26410668,2025-10-01
413,14,119928.21689069,2025-10-01
414,37,387231.5625757,2025-10-01
415,13,994060.00718275,2025-10-01
416,40,27539.656340717,2025-10-01
417,2,363686.84154998,2025-10-01
418,15,213796.666344,2025-10-01
419,25,748682.67066833,2025-10-01
420,23,701129.70655597,2025-10-01
421,40,666441.69383131,2025-10-01
422,35,158606.96608066,2025-10-01
423,6,196549.69094931,2025-10-01
424,1,595761.35717394,2025-10-01
425,7,28752.973120847,2025-10-01
426,7,479745.86066047,2025-10-01
427,37,496828.56124325,2025-10-01
428,2,378157.47758289,2025-10-01
429,30,926633.75868947,2025-10-01
430,11,548623.17763688,2025-10-01
431,7,204066.54566329,2025-10-01
432,13,600280.19575567,2025-10-01
433,28,387144.65242211,2025-10-01
434,33,231339.26291952,2025-10-01
435,12,921133.87099248,2025-10-01
436,39,497162.5692941,2025-10-01
437,10,483983.82587254,2025-10-01
438,41,948443.22471546,2025-10-01
439,31,200670.3782106,2025-10-01
440,8,21108.209049543,2025-10-01
441,18,572619.08920462,2025-10-01
442,50,579028.92723418,2025-10-01
443,39,165740.79400158,2025-10-01
444,9,932106.14004928,2025-10-01
445,25,728721.93876607,2025-10-01
446,34,568566.9014307,2025-10-01
447,7,941396.01498143,2025-10-01
448,31,282180.75562605,2025-10-01
449,31,24222.30918897,2025-10-01
450,7,883348.39417718,2025-10-01
451,23,638961.00361361,2025-10-01
452,35,418768.12344561,2025-10-01
453,18,531710.82030322,2025-10-01
454,1,297574.68212268,2025-10-01
455,38,17624.647160361,2025-10-01
456,28,856092.01914042,2025-10-01
457,24,281474.64834629,2025-10-01
458,7,791542.13445023,2025-10-01
459,30,941218.45079493,2025-10-01
460,25,176881.2116678,2025-10-01
461,16,815799.94341426,2025-10-01
462,37,91802.154056291,2025-10-01
463,12,45539.980811691,2025-10-01
464,50,722961.86822049,2025-10-01
465,33,816323.66090785,2025-10-01
466,44,182969.00622799,2025-10-01
467,1,193672.94158253,2025-10-01
468,48,104707.99056183,2025-10-01
469,15,462442.3349932,2025-10-01
470,31,752891.27250457,2025-10-01
471,47,539877.51933453,2025-10-01
472,19,199544.66308416,2025-10-01
473,5,805394.71235309,2025-10-01
474,1,863112.9644435,2025-10-01
475,28,727154.63586865,2025-10-01
476,8,726079.86637157,2025-10-01
477,31,309837.0337835,2025-10-01
478,23,975061.72979516,2025-10-01
479,3,260347.63750281,2025-10-01
480,27,470736.81858586,2025-10-01
481,23,524942.48021837,2025-10-01
482,22,283724.50840501,2025-10-01
483,14,582216.1736485,2025-10-01
484,30,947412.45837303,2025-10-01
485,16,87825.90323746,2025-10-01
486,25,365159.84851398,2025-10-01
487,6,861539.73932505,2025-10-01
488,29,673678.45142523,2025-10-01
489,39,128477.31920084,2025-10-01
490,15,13072.033571872,2025-10-01
491,33,445976.24108874,2025-10-01
492,47,829800.87486316,2025-10-01
493,8,667464.838306,2025-10-01
494,25,154653.91706912,2025-10-01
495,49,618945.9663694,2025-10-01
496,39,745234.04327091,2025-10-01
497,24,420505.30672945,2025-10-01
498,28,853114.08677866,2025-10-01
499,17,837933.50785233,2025-10-01
500,44,72029.893415794,2025-10-01
501,4,45168.015226232,2025-10-01
502,38,435697.7124029,2025-10-01
503,43,325894.48698625,2025-10-01
504,41,403450.74903647,2025-10-01
505,30,389774.81751089,2025-10-01
506,18,937561.56964509,2025-10-01
507,46,640432.51302588,2025-10-01
508,2,914671.34903736,2025-10-01
509,38,723050.90921883,2025-10-01
510,50,48201.635464482,2025-10-01
511,8,984640.41009202,2025-10-01
512,40,97956.266502541,2025-10-01
513,3,647615.74385574,2025-10-01
514,21,230363.9255485,2025-10-01
515,8,691054.27494101,2025-10-01
516,30,32963.752367494,2025-10-01
517,15,458663.54400608,2025-10-01
518,50,206801.38803442,2025-10-01
519,34,494312.31625528,2025-10-01
520,36,250890.64539068,2025-10-01
521,28,1031.9356300784,2025-10-01
522,28,463470.36234332,2025-10-01
523,17,866702.85762738,2025-10-01
524,43,645128.97865776,2025-10-01
525,46,374288.20299319,2025-10-01
526,12,835456.9777871,2025-10-01
527,22,876372.0066258,2025-10-01
528,39,419867.13083598,2025-10-01
529,38,305445.24123169,2025-10-01
530,18,903495.87813693,2025-10-01
531,18,384347.49774326,2025-10-01
532,45,837396.71751448,2025-10-01
533,5,76503.102304266,2025-10-01
534,46,243706.78219911,2025-10-01
535,22,730098.63536606,2025-10-01
536,27,935624.79847873,2025-10-01
537,10,70701.209274042,2025-10-01
538,13,482585.77425945,2025-10-01
539,33,98774.80983543,2025-10-01
540,20,468273.28546285,2025-10-01
541,36,531469.52588456,2025-10-01
542,38,531109.70415838,2025-10-01
543,14,672418.8739871,2025-10-01
544,28,963530.20433069,2025-10-01
545,10,567340.50901237,2025-10-01
546,39,391306.50046998,2025-10-01
547,3,814791.1798133,2025-10-01
548,49,972063.77093867,2025-10-01
549,30,96716.468295467,2025-10-01
550,38,524212.43073728,2025-10-01
551,11,12159.80478141,2025-10-01
552,3,321155.39048981,2025-10-01
553,16,288640.80308184,2025-10-01
554,1,9270.5446179353,2025-10-01
555,16,202091.62138654,2025-10-01
556,18,559603.94073629,2025-10-01
557,50,509257.24498697,2025-10-01
558,8,641859.37434907,2025-10-01
559,8,208543.18737245,2025-10-01
560,9,856774.3886421,2025-10-01
561,21,526188.52940006,2025-10-01
562,12,806789.50250713,2025-10-01
563,38,277886.01057268,2025-10-01
564,7,356410.15157167,2025-10-01
565,37,874258.90246908,2025-10-01
566,33,202938.38444257,2025-10-01
567,35,830908.89177803,2025-10-01
568,29,618494.23613135,2025-10-01
569,28,111428.78291375,2025-10-01
570,14,413127.63259154,2025-10-01
571,43,622453.14170633,2025-10-01
572,24,396124.43822191,2025-10-01
573,4,55735.379544471,2025-10-01
574,40,423798.66278592,2025-10-01
575,33,603002.03280276,2025-10-01
576,37,83140.189151531,2025-10-01
577,1,772573.87002947,2025-10-01
578,7,893773.01844007,2025-10-01
579,16,977461.36179002,2025-10-01
580,8,78733.369860241,2025-10-01
581,28,422438.00852252,2025-10-01
582,7,507604.90527259,2025-10-01
583,41,109079.93589672,2025-10-01
584,34,5897.9053978333,2025-10-01
585,25,898176.41608643,2025-10-01
586,22,415443.75558884,2025-10-01
587,21,191223.16349075,2025-10-01
588,21,191463.89167095,2025-10-01
589,16,961733.27497282,2025-10-01
590,44,426020.95923169,2025-10-01
591,31,127596.88125423,2025-10-01
592,46,432669.48074318,2025-10-01
593,23,839724.09031032,2025-10-01
594,8,22557.782774902,2025-10-01
595,34,674018.4054456,2025-10-01
596,20,14352.398853317,2025-10-01
597,46,358115.61758542,2025-10-01
598,7,227479.29587456,2025-10-01
599,28,888336.32081354,2025-10-01
600,44,772502.54726594,2025-10-01
601,30,92768.897734191,2025-10-01
602,15,204241.91753837,2025-10-01
603,48,208215.23565174,2025-10-01
604,8,708965.3088217,2025-10-01
605,17,543501.81895556,2025-10-01
606,10,751998.47603097,2025-10-01
607,49,169623.0129143,2025-10-01
608,18,3948.981990376,2025-10-01
609,31,224825.21978344,2025-10-01
610,6,196085.5095186,2025-10-01
611,12,879154.76832385,2025-10-01
612,33,832485.30431611,2025-10-01
613,9,38222.982664096,2025-10-01
614,44,742157.39263471,2025-10-01
615,32,943042.40686366,2025-10-01
616,13,257690.1737597,2025-10-01
617,43,879628.68430642,2025-10-01
618,9,286382.86108663,2025-10-01
619,37,658455.09634947,2025-10-01
620,49,168339.05695457,2025-10-01
621,44,612178.47890184,2025-10-01
622,33,450173.58008805,2025-10-01
623,13,642643.37806702,2025-10-01
624,9,625964.40364586,2025-10-01
625,29,377195.58977234,2025-10-01
626,18,764006.75705214,2025-10-01
627,8,131202.03540288,2025-10-01
628,10,465086.30540412,2025-10-01
629,21,799580.9329717,2025-10-01
630,8,795281.36883786,2025-10-01
631,50,105903.27385761,2025-10-01
632,18,823216.85564252,2025-10-01
633,14,671397.27875202,2025-10-01
634,50,941693.74139588,2025-10-01
635,42,58275.262659995,2025-10-01
636,36,678491.29582494,2025-10-01
637,48,226418.10539049,2025-10-01
638,50,867018.16164833,2025-10-01
639,29,18503.84180377,2025-10-01
640,16,322009.03082862,2025-10-01
641,36,842726.87709476,2025-10-01
642,37,205354.08205685,2025-10-01
643,18,826929.89172245,2025-10-01
644,35,110590.86593674,2025-10-01
645,28,802379.25551738,2025-10-01
646,3,60607.288296897,2025-10-01
647,17,45076.561660891,2025-10-01
648,44,396862.4159728,2025-10-01
649,20,229474.26247837,2025-10-01
650,33,749951.80105224,2025-10-01
651,28,736056.31475347,2025-10-01
652,27,533126.61762486,2025-10-01
653,13,92701.816171255,2025-10-01
654,4,556922.5459676,2025-10-01
655,32,116409.5104986,2025-10-01
656,13,504378.32298003,2025-10-01
657,20,784332.20007521,2025-10-01
658,11,383967.79108197,2025-10-01
659,20,509032.86135452,2025-10-01
660,26,700900.98346937,2025-10-01
661,14,731943.32991851,2025-10-01
662,19,436233.56397698,2025-10-01
663,40,147354.25811183,2025-10-01
664,31,228351.99274534,2025-10-01
665,6,991551.86974238,2025-10-01
666,38,630228.26262621,2025-10-01
667,35,136125.95800097,2025-10-01
668,5,990600.63475857,2025-10-01
669,18,40970.562606706,2025-10-01
670,12,456599.05859253,2025-10-01
671,34,320709.37059902,2025-10-01
672,30,96115.977527479,2025-10-01
673,26,918949.26851967,2025-10-01
674,37,359364.31728465,2025-10-01
675,16,445835.36738516,2025-10-01
676,38,482129.8414703,2025-10-01
677,16,766734.00037271,2025-10-01
678,19,779719.75566319,2025-10-01
679,23,656665.45498353,2025-10-01
680,11,932936.5357404,2025-10-01
681,33,46563.212364173,2025-10-01
682,17,567544.32971366,2025-10-01
683,27,261419.93855409,2025-10-01
684,10,193757.4899257,2025-10-01
685,29,490883.59102227,2025-10-01
686,8,560548.48330299,2025-10-01
687,48,700739.83787002,2025-10-01
688,46,100628.03661432,2025-10-01
689,13,882959.1410893,2025-10-01
690,38,185648.13418019,2025-10-01
691,1,273885.36446862,2025-10-01
692,46,414619.10423792,2025-10-01
693,6,439194.68799699,2025-10-01
694,15,472494.93034132,2025-10-01
695,10,326128.39515943,2025-10-01
696,45,61331.244660975,2025-10-01
697,36,453501.37983419,2025-10-01
698,15,100875.23555907,2025-10-01
699,47,363878.55890412,2025-10-01
700,46,880097.83429338,2025-10-01
701,43,263007.95991198,2025-10-01
702,26,543081.33614007,2025-10-01
703,22,822486.88951397,2025-10-01
704,24,900835.72941768,2025-10-01
705,38,543500.18263816,2025-10-01
706,37,351003.23315235,2025-10-01
707,27,501227.94073855,2025-10-01
708,2,222657.87873628,2025-10-01
709,27,376789.37188208,2025-10-01
710,49,49032.139187936,2025-10-01
711,18,695290.80173975,2025-10-01
712,24,61736.407373308,2025-10-01
713,48,46649.520423743,2025-10-01
714,18,416818.96162196,2025-10-01
715,31,270924.76151838,2025-10-01
716,18,637366.51102552,2025-10-01
717,13,591440.27737547,2025-10-01
718,2,795180.95091672,2025-10-01
719,23,747765.65446204,2025-10-01
720,23,839036.88868978,2025-10-01
721,17,738975.05051602,2025-10-01
722,49,971609.91963467,2025-10-01
723,5,573667.03362016,2025-10-01
724,32,483247.62646432,2025-10-01
725,30,201135.40294546,2025-10-01
726,36,137643.22655905,2025-10-01
727,30,165391.3624718,2025-10-01
728,32,416619.57769704,2025-10-01
729,44,450654.6504191,2025-10-01
730,1,406706.11123711,2025-10-01
731,8,29788.43793868,2025-10-01
732,20,975866.49434834,2025-10-01
733,38,424172.57761004,2025-10-01
734,12,306048.75271424,2025-10-01
735,44,716593.78794931,2025-10-01
736,15,849806.1174858,2025-10-01
737,37,769307.44382728,2025-10-01
738,34,985542.61795178,2025-10-01
739,29,640315.33705391,2025-10-01
740,6,981213.22152589,2025-10-01
741,30,732381.29674352,2025-10-01
742,34,607303.68400961,2025-10-01
743,33,360901.41163944,2025-10-01
744,42,259682.84095106,2025-10-01
745,13,577785.63706803,2025-10-01
746,11,256293.2872195,2025-10-01
747,14,599450.89947986,2025-10-01
748,20,92035.20309299,2025-10-01
749,26,220341.33338842,2025-10-01
750,13,382208.73171526,2025-10-01
751,26,748619.01913213,2025-10-01
752,3,172390.06102934,2025-10-01
753,19,235018.75728666,2025-10-01
754,20,313397.28233494,2025-10-01
755,38,920588.09487862,2025-10-01
756,33,107475.87033961,2025-10-01
757,22,725091.67175531,2025-10-01
758,42,466970.12442669,2025-10-01
759,31,61404.438432848,2025-10-01
760,26,772366.09264379,2025-10-01
761,34,378758.30641759,2025-10-01
762,49,253298.11671492,2025-10-01
763,33,865273.81284025,2025-10-01
764,34,739046.34440884,2025-10-01
765,31,655704.48358522,2025-10-01
766,39,682364.68169703,2025-10-01
767,10,631255.32420448,2025-10-01
768,45,178518.88599224,2025-10-01
769,10,297959.30891193,2025-10-01
770,36,163933.12753311,2025-10-01
771,14,803027.72055977,2025-10-01
772,21,89244.490773629,2025-10-01
773,17,809885.52073392,2025-10-01
774,47,941922.85842798,2025-10-01
